Protein_1	Protein_2	Type	Score
NP_015315.1	NP_015129.1	binding	307
NP_011997.1	NP_012912.1	binding	386
NP_010345.3	NP_013066.1	binding	900
NP_011848.1	NP_014013.1	binding	280
NP_010186.1	NP_011833.1	binding	721
NP_009990.1	NP_015174.1	binding	976
NP_012424.1	NP_012598.1	binding	985
NP_012524.3	NP_015313.1	binding	900
NP_009806.3	NP_012524.3	binding	928
NP_010401.1	NP_014619.1	binding	215
NP_010946.3	NP_013967.1	binding	927
NP_012584.3	NP_014802.3	binding	296
NP_014508.1	NP_014904.3	binding	197
NP_013179.1	NP_014357.1	binding	193
NP_013879.1	NP_014040.1	binding	272
NP_011956.1	NP_014091.1	binding	307
NP_012243.3	NP_013703.1	binding	985
NP_116659.1	NP_014904.3	binding	985
NP_010692.3	NP_014508.1	binding	911
NP_012797.1	NP_015513.1	binding	903
NP_116654.1	NP_015313.1	binding	900
NP_013544.1	NP_014393.1	binding	879
NP_014896.3	NP_015376.1	binding	953
NP_010253.2	NP_010304.3	binding	248
NP_009810.3	NP_014147.1	binding	879
NP_010277.1	NP_116708.1	binding	985
NP_012897.3	NP_012865.1	binding	974
NP_012018.1	NP_013230.1	binding	967
NP_011098.3	NP_012988.1	binding	741
NP_011486.1	NP_011416.3	binding	611
NP_009404.1	NP_010597.3	binding	940
NP_010877.3	NP_014767.3	binding	224
NP_011668.3	NP_012831.1	binding	307
NP_011472.1	NP_011308.1	binding	940
NP_012501.1	NP_013956.1	binding	752
NP_010461.3	NP_014217.1	binding	161
NP_011604.3	NP_012823.2	binding	950
NP_009802.3	NP_015509.1	binding	489
NP_116710.1	NP_011892.1	binding	985
NP_013963.1	NP_015069.1	binding	916
NP_014830.1	NP_015242.1	binding	608
NP_010888.1	NP_011848.1	binding	583
NP_011392.1	NP_011576.1	binding	258
NP_010938.1	NP_013869.1	binding	250
NP_012779.1	NP_014434.1	binding	338
NP_014297.3	NP_014547.1	binding	962
NP_011687.1	NP_015165.1	binding	247
NP_010512.1	NP_010742.1	binding	487
NP_011100.1	NP_014126.1	binding	536
NP_011100.1	NP_014126.1	binding	522
NP_010917.3	NP_013066.1	binding	900
NP_009810.3	NP_011605.1	binding	599
NP_009806.3	NP_013103.1	binding	900
NP_012175.1	NP_012501.1	binding	969
NP_012395.1	NP_012988.1	binding	739
NP_014853.3	NP_015516.1	binding	977
NP_009752.3	NP_010594.3	binding	977
NP_010761.3	NP_012584.3	binding	905
NP_010219.1	NP_014508.1	binding	268
NP_010784.1	NP_116656.1	binding	900
NP_009816.1	NP_015463.1	binding	915
NP_011451.1	NP_013248.1	binding	232
NP_009990.1	NP_013064.1	binding	976
NP_010414.3	NP_011997.1	binding	281
NP_012036.1	NP_015443.1	binding	859
NP_012636.1	NP_013521.3	binding	985
NP_012540.3	NP_015489.1	binding	238
NP_013793.1	NP_015170.1	binding	192
NP_010086.2	NP_010695.1	binding	591
NP_009992.1	NP_011100.1	binding	173
NP_013617.1	NP_014788.1	binding	361
NP_011344.1	NP_012823.2	binding	982
NP_116654.1	NP_012535.3	binding	911
NP_009551.2	NP_012466.1	binding	962
NP_013811.1	NP_014217.1	binding	300
NP_010717.1	NP_014262.3	binding	319
NP_012018.1	NP_012779.1	binding	321
NP_013248.1	NP_014175.1	binding	426
NP_010953.1	NP_012916.1	binding	900
NP_010917.3	NP_012749.1	binding	910
NP_012916.1	NP_014619.1	binding	295
NP_014793.1	NP_014830.1	binding	585
NP_012845.1	NP_015199.1	binding	912
NP_009635.1	NP_014003.1	binding	267
NP_013618.1	NP_015007.1	binding	985
NP_013725.1	NP_013866.1	binding	720
NP_012672.1	NP_013309.1	binding	968
NP_014441.1	NP_014700.1	binding	655
NP_010133.1	NP_013298.1	binding	985
NP_012332.1	NP_013218.1	binding	914
NP_010901.1	NP_014281.1	binding	973
NP_013103.1	NP_015199.1	binding	900
NP_010695.1	NP_014758.3	binding	976
NP_011777.3	NP_015129.1	binding	976
NP_009929.1	NP_010401.1	binding	672
NP_009772.1	NP_012995.3	binding	428
NP_011561.3	NP_014400.1	binding	916
NP_011956.1	NP_014451.1	binding	900
NP_011068.1	NP_011576.1	binding	311
NP_010888.1	NP_011956.1	binding	248
NP_012123.1	NP_012395.1	binding	966
NP_009841.1	NP_012472.1	binding	879
NP_010920.3	NP_013677.1	binding	177
NP_013102.1	NP_015282.1	binding	900
NP_011859.1	NP_015141.1	binding	883
NP_013323.1	NP_015199.1	binding	985
NP_009929.1	NP_013879.1	binding	275
NP_011929.1	NP_014788.1	binding	240
NP_012673.3	NP_013613.1	binding	192
NP_014849.3	NP_015057.1	binding	720
NP_013763.1	NP_015344.1	binding	907
NP_009704.1	NP_011372.3	binding	704
NP_011037.3	NP_116660.1	binding	843
NP_009841.1	NP_014793.1	binding	879
NP_011762.1	NP_014400.1	binding	965
NP_013230.1	NP_013847.1	binding	985
NP_009810.3	NP_012540.3	binding	361
NP_011709.1	NP_012141.1	binding	336
NP_009780.1	NP_013023.3	binding	537
NP_010942.1	NP_013394.1	binding	951
NP_009701.3	NP_013347.1	binding	808
NP_012426.1	NP_015470.1	binding	985
NP_010186.1	NP_116659.1	binding	985
NP_013292.1	NP_013739.1	binding	985
NP_010304.3	NP_013218.1	binding	729
NP_009841.1	NP_010460.1	binding	670
NP_011437.3	NP_014451.1	binding	913
NP_010704.1	NP_011098.3	binding	943
NP_009370.1	NP_010652.3	binding	994
NP_011617.1	NP_013109.1	binding	912
NP_014151.1	NP_014867.1	binding	919
NP_012727.1	NP_014527.1	binding	290
NP_011774.1	NP_014991.1	binding	911
NP_010692.3	NP_011445.1	binding	985
NP_010624.3	NP_010888.1	binding	248
NP_012426.1	NP_014017.1	binding	911
NP_014017.1	NP_014289.1	binding	900
NP_009356.1	NP_012927.3	binding	968
NP_012381.1	NP_014712.2	binding	910
NP_012823.2	NP_015107.1	binding	985
NP_009990.1	NP_014853.3	binding	194
NP_014403.3	NP_015323.1	binding	912
NP_010859.1	NP_014867.1	binding	191
NP_012845.1	NP_013956.1	binding	909
NP_010569.3	NP_013408.1	binding	192
NP_010281.1	NP_010466.3	binding	950
NP_013611.1	NP_014867.1	binding	916
NP_014802.3	NP_014853.3	binding	985
NP_010128.1	NP_013513.3	binding	967
NP_009667.1	NP_014996.3	binding	301
NP_010125.1	NP_010065.2	binding	457
NP_012426.1	NP_014849.3	binding	880
NP_010663.1	NP_011747.2	binding	235
NP_011577.3	NP_013105.1	binding	940
NP_011889.1	NP_014157.1	binding	662
NP_010761.3	NP_116636.1	binding	985
NP_009810.3	NP_011092.1	binding	181
NP_010321.1	NP_014262.3	binding	781
NP_013987.1	NP_015006.3	binding	927
NP_010239.1	NP_012925.3	binding	304
NP_014017.1	NP_015470.1	binding	911
NP_011451.1	NP_015454.1	binding	193
NP_010232.1	NP_013317.1	binding	197
NP_009872.1	NP_010345.3	binding	720
NP_014091.1	NP_014930.1	binding	950
NP_011098.3	NP_012809.1	binding	258
NP_011075.3	NP_015516.1	binding	908
NP_010339.1	NP_013714.1	binding	163
NP_009704.1	NP_012018.1	binding	311
NP_013544.1	NP_015312.1	binding	879
NP_010167.1	NP_013008.3	binding	985
NP_010186.1	NP_010065.2	binding	336
NP_014315.1	NP_015354.1	binding	268
NP_010877.3	NP_012123.1	binding	920
NP_012018.1	NP_014040.1	binding	175
NP_014579.1	NP_015315.1	binding	748
NP_011577.3	NP_013522.1	binding	662
NP_011519.3	NP_012243.3	binding	985
NP_116686.3	NP_011362.3	binding	309
NP_010128.1	NP_014633.1	binding	967
NP_010877.3	NP_012190.1	binding	692
NP_010877.3	NP_013109.1	binding	175
NP_010877.3	NP_012916.1	binding	175
NP_013102.1	NP_013376.1	binding	900
NP_011956.1	NP_014788.1	binding	319
NP_011308.1	NP_012243.3	binding	951
NP_011716.3	NP_015147.1	binding	364
NP_011497.1	NP_012431.1	binding	901
NP_009994.2	NP_014044.1	binding	801
NP_012845.1	NP_013847.1	binding	900
NP_012728.1	NP_013967.1	binding	210
NP_011416.3	NP_015341.1	binding	632
NP_009810.3	NP_010401.1	binding	577
NP_010065.2	NP_010715.3	binding	336
NP_010460.1	NP_014262.3	binding	905
NP_014267.1	NP_014788.1	binding	900
NP_014849.3	NP_015437.1	binding	788
NP_011472.1	NP_011702.1	binding	599
NP_014289.1	NP_015179.1	binding	787
NP_011889.1	NP_012369.1	binding	364
NP_010002.3	NP_012411.1	binding	985
NP_014338.3	NP_014844.3	binding	185
NP_010476.1	NP_011605.1	binding	223
NP_014017.1	NP_015107.1	binding	911
NP_014449.1	NP_014841.1	binding	660
NP_012845.1	NP_013248.1	binding	271
NP_010942.1	NP_012951.1	binding	926
NP_009872.1	NP_012039.1	binding	960
NP_011392.1	NP_013298.1	binding	918
NP_010167.1	NP_116647.1	binding	218
NP_116654.1	NP_012501.1	binding	366
NP_009473.2	NP_014811.3	binding	665
NP_009621.3	NP_010232.1	binding	267
NP_010597.3	NP_011098.3	binding	985
NP_011098.3	NP_013763.1	binding	179
NP_011892.1	NP_013618.1	binding	985
NP_013522.1	NP_015350.1	binding	537
NP_009540.2	NP_010696.3	binding	402
NP_011561.3	NP_011762.1	binding	968
NP_011492.3	NP_013125.1	binding	154
NP_010682.3	NP_116708.1	binding	985
NP_013230.1	NP_013513.3	binding	985
NP_010055.1	NP_012220.3	binding	449
NP_012823.2	NP_014633.1	binding	963
NP_009738.1	NP_014268.1	binding	258
NP_010135.1	NP_013441.1	binding	304
NP_010624.3	NP_012767.1	binding	901
NP_116615.1	NP_013126.1	binding	951
NP_011936.1	NP_014167.1	binding	985
NP_013918.1	NP_013956.1	binding	342
NP_012797.1	NP_014853.3	binding	901
NP_014271.3	NP_014767.3	binding	404
NP_011848.1	NP_014788.1	binding	172
NP_011392.1	NP_014811.3	binding	280
NP_009810.3	NP_013847.1	binding	593
NP_013066.1	NP_014436.1	binding	908
NP_012395.1	NP_015317.1	binding	269
NP_010163.1	NP_010332.3	binding	185
NP_013340.1	NP_014839.1	binding	497
NP_010413.3	NP_013697.1	binding	223
NP_012916.1	NP_013109.1	binding	953
NP_010597.3	NP_015317.1	binding	361
NP_013617.1	NP_013811.1	binding	985
NP_011736.1	NP_012472.1	binding	948
NP_014802.3	NP_015174.1	binding	952
NP_013975.1	NP_015316.1	binding	928
NP_010133.1	NP_015463.1	binding	985
NP_011987.1	NP_012024.1	binding	321
NP_014017.1	NP_015113.1	binding	900
NP_013248.1	NP_015111.1	binding	985
NP_009796.1	NP_015419.1	binding	435
NP_013204.1	NP_015488.1	binding	969
NP_012532.3	NP_013482.1	binding	400
NP_010983.2	NP_014839.1	binding	536
NP_011534.1	NP_012843.1	binding	983
NP_009551.2	NP_011605.1	binding	267
NP_010181.2	NP_014297.3	binding	989
NP_010704.1	NP_013379.1	binding	172
NP_010401.1	NP_013918.1	binding	338
NP_011716.3	NP_012170.1	binding	662
NP_009810.3	NP_013918.1	binding	301
NP_010255.1	NP_012230.3	binding	281
NP_009761.4	NP_009871.2	binding	900
NP_011075.3	NP_012897.3	binding	977
NP_011801.1	NP_014896.3	binding	248
NP_010569.3	NP_012056.1	binding	903
NP_009370.1	NP_014986.3	binding	248
NP_009810.3	NP_014221.3	binding	361
NP_009365.1	NP_012017.1	binding	295
NP_010870.1	NP_116641.1	binding	720
NP_013167.1	NP_013749.1	binding	336
NP_010372.3	NP_014289.1	binding	900
NP_116665.1	NP_012259.3	binding	905
NP_010133.1	NP_012018.1	binding	967
NP_013298.1	NP_015313.1	binding	900
NP_011604.3	NP_014633.1	binding	945
NP_012039.1	NP_013727.1	binding	900
NP_010461.3	NP_013408.1	binding	203
NP_013513.3	NP_015313.1	binding	900
NP_012017.1	NP_014214.1	binding	264
NP_011451.1	NP_014689.1	binding	432
NP_010917.3	NP_011437.3	binding	969
NP_012332.1	NP_015261.1	binding	309
NP_011335.1	NP_011575.1	binding	625
NP_012070.3	NP_012154.1	binding	197
NP_010079.1	NP_013764.1	binding	193
NP_011386.2	NP_011372.3	binding	216
NP_010330.1	NP_011631.1	binding	321
NP_012989.3	NP_014565.2	binding	720
NP_011639.3	NP_012598.1	binding	171
NP_009810.3	NP_013737.1	binding	772
NP_014297.3	NP_015461.1	binding	605
NP_011645.3	NP_013064.1	binding	982
NP_012916.1	NP_014930.1	binding	378
NP_011437.3	NP_015261.1	binding	224
NP_009734.1	NP_012875.2	binding	282
NP_012592.1	NP_015129.1	binding	868
NP_009616.1	NP_015344.1	binding	989
NP_012725.1	NP_014357.1	binding	536
NP_010953.1	NP_015113.1	binding	900
NP_011437.3	NP_014289.1	binding	900
NP_014221.3	NP_014849.3	binding	720
NP_009704.1	NP_015312.1	binding	985
NP_014147.1	NP_014093.1	binding	292
NP_012018.1	NP_012923.3	binding	311
NP_013879.1	NP_015081.1	binding	327
NP_010624.3	NP_014192.1	binding	269
NP_011457.1	NP_013818.1	binding	720
NP_014286.1	NP_014151.1	binding	963
NP_012728.1	NP_015419.1	binding	319
NP_010376.3	NP_011617.1	binding	900
NP_010777.3	NP_014126.1	binding	910
NP_012426.1	NP_014930.1	binding	905
NP_011492.3	NP_013341.1	binding	428
NP_009595.1	NP_013552.3	binding	948
NP_010938.1	NP_012070.3	binding	985
NP_010748.3	NP_015381.1	binding	990
NP_012472.1	NP_013544.1	binding	879
NP_011391.2	NP_013958.1	binding	808
NP_013376.1	NP_015461.1	binding	910
NP_010447.3	NP_116636.1	binding	905
NP_011486.1	NP_012749.1	binding	900
NP_014292.3	NP_014784.1	binding	767
NP_011078.3	NP_013725.1	binding	660
NP_011309.1	NP_012498.1	binding	172
NP_010345.3	NP_013298.1	binding	720
NP_012202.1	NP_013441.1	binding	553
NP_014005.1	NP_015486.1	binding	536
NP_010133.1	NP_011956.1	binding	361
NP_010321.1	NP_012173.3	binding	781
NP_116710.1	NP_014685.1	binding	197
NP_009403.1	NP_010757.3	binding	967
NP_010942.1	NP_012018.1	binding	319
NP_010186.1	NP_014904.3	binding	985
NP_010310.1	NP_014624.1	binding	642
NP_010888.1	NP_011392.1	binding	963
NP_012426.1	NP_012779.1	binding	914
NP_631876.1	NP_010487.3	binding	900
NP_011731.3	NP_011859.1	binding	903
NP_013866.1	NP_014155.1	binding	966
NP_009637.1	NP_013846.1	binding	388
NP_012530.1	NP_013126.1	binding	226
NP_009919.3	NP_012924.2	binding	975
NP_009806.3	NP_014633.1	binding	900
NP_011617.1	NP_014930.1	binding	989
NP_011386.2	NP_014434.1	binding	929
NP_009806.3	NP_014017.1	binding	900
NP_013642.1	NP_015461.1	binding	900
NP_010304.3	NP_010447.3	binding	905
NP_012924.2	NP_014403.3	binding	969
NP_014853.3	NP_015435.1	binding	969
NP_011075.3	NP_014400.1	binding	909
NP_012243.3	NP_015458.1	binding	626
NP_014359.3	NP_014286.1	binding	941
NP_011577.3	NP_015458.1	binding	773
NP_009796.1	NP_014689.1	binding	373
NP_010748.3	NP_011445.1	binding	907
NP_012063.3	NP_015288.1	binding	955
NP_116647.1	NP_013187.1	binding	736
NP_010451.3	NP_011075.3	binding	985
NP_011726.1	NP_011736.1	binding	183
NP_012626.1	NP_014429.3	binding	211
NP_012040.1	NP_014289.1	binding	900
NP_010345.3	NP_014324.3	binding	749
NP_010888.1	NP_011957.1	binding	896
NP_012875.2	NP_015106.1	binding	177
NP_010121.1	NP_014802.3	binding	232
NP_014788.1	NP_015470.1	binding	933
NP_014091.1	NP_015057.1	binding	900
NP_010372.3	NP_012040.1	binding	900
NP_013109.1	NP_015469.1	binding	910
NP_010405.3	NP_013412.1	binding	662
NP_013513.3	NP_014093.1	binding	272
NP_010707.3	NP_015317.1	binding	319
NP_012039.1	NP_012524.3	binding	910
NP_009700.1	NP_014017.1	binding	698
NP_010449.1	NP_014337.3	binding	957
NP_013007.1	NP_013109.1	binding	900
NP_011382.1	NP_015348.1	binding	247
NP_010461.3	NP_014132.1	binding	203
NP_012903.1	NP_014980.3	binding	361
NP_009806.3	NP_014091.1	binding	900
NP_010219.1	NP_010167.1	binding	424
NP_010181.2	NP_015158.1	binding	965
NP_009700.1	NP_013502.3	binding	615
NP_010255.1	NP_012912.1	binding	985
NP_010460.1	NP_015425.1	binding	772
NP_013298.1	NP_015107.1	binding	985
NP_010597.3	NP_011445.1	binding	906
NP_013725.1	NP_015006.3	binding	832
NP_013306.2	NP_014819.3	binding	321
NP_009827.3	NP_012472.1	binding	879
NP_012122.3	NP_015170.1	binding	896
NP_010219.1	NP_012201.1	binding	173
NP_010219.1	NP_012201.1	binding	503
NP_010135.1	NP_012599.3	binding	223
NP_015141.1	NP_015425.1	binding	847
NP_011084.1	NP_013126.1	binding	499
NP_011604.3	NP_012175.1	binding	985
NP_010117.1	NP_011100.1	binding	248
NP_011639.3	NP_012124.1	binding	171
NP_014393.1	NP_014262.3	binding	235
NP_011519.3	NP_011577.3	binding	975
NP_010461.3	NP_011801.1	binding	198
NP_011848.1	NP_014793.1	binding	296
NP_014867.1	NP_015487.1	binding	307
NP_015199.1	NP_015107.1	binding	985
NP_012461.1	NP_013187.1	binding	779
NP_010932.1	NP_012461.1	binding	156
NP_011382.1	NP_015089.1	binding	172
NP_013323.1	NP_013847.1	binding	985
NP_010917.3	NP_011486.1	binding	900
NP_012472.1	NP_014262.3	binding	235
NP_011568.3	NP_012540.3	binding	592
NP_011769.1	NP_014045.1	binding	985
NP_116710.1	NP_015428.1	binding	985
NP_009403.1	NP_012655.3	binding	198
NP_010447.3	NP_013633.1	binding	337
NP_013617.1	NP_013847.1	binding	985
NP_014221.3	NP_014811.3	binding	319
NP_010917.3	NP_011956.1	binding	910
NP_009404.1	NP_009992.1	binding	905
NP_012242.1	NP_013360.1	binding	918
NP_009404.1	NP_012273.1	binding	985
NP_014003.1	NP_014630.1	binding	227
NP_010449.1	NP_014444.1	binding	800
NP_010761.3	NP_015174.1	binding	905
NP_012524.3	NP_012466.1	binding	900
NP_009551.2	NP_013323.1	binding	985
NP_010125.1	NP_011517.1	binding	338
NP_631876.1	NP_710144.3	binding	900
NP_010460.1	NP_013879.1	binding	905
NP_009806.3	NP_011344.1	binding	900
NP_014297.3	NP_014991.1	binding	280
NP_011314.2	NP_014138.1	binding	988
NP_009872.1	NP_010133.1	binding	985
NP_009356.1	NP_015111.1	binding	426
NP_012202.1	NP_013474.3	binding	998
NP_013218.1	NP_014015.1	binding	951
NP_014382.1	NP_015174.1	binding	248
NP_015282.1	NP_015113.1	binding	900
NP_013847.1	NP_015057.1	binding	900
NP_011562.1	NP_014003.1	binding	296
NP_010253.2	NP_013066.1	binding	908
NP_012544.1	NP_013657.1	binding	900
NP_014499.2	NP_015515.1	binding	948
NP_009469.2	NP_014244.1	binding	307
NP_011605.1	NP_015199.1	binding	267
NP_010682.3	NP_011562.1	binding	300
NP_014793.1	NP_014811.3	binding	224
NP_011577.3	NP_012123.1	binding	922
NP_011561.3	NP_012778.1	binding	927
NP_010529.3	NP_015147.1	binding	906
NP_013175.1	NP_014451.1	binding	900
NP_012923.3	NP_014093.1	binding	930
NP_015111.1	NP_015419.1	binding	985
NP_116659.1	NP_013866.1	binding	311
NP_010624.3	NP_015425.1	binding	779
NP_012472.1	NP_012923.3	binding	879
NP_014093.1	NP_014633.1	binding	272
NP_011956.1	NP_015282.1	binding	900
NP_011504.3	NP_012533.1	binding	985
NP_010917.3	NP_014289.1	binding	900
NP_009551.2	NP_014289.1	binding	787
NP_013703.1	NP_015458.1	binding	882
NP_010186.1	NP_010877.3	binding	858
NP_009827.3	NP_011392.1	binding	270
NP_011020.3	NP_015007.1	binding	985
NP_012040.1	NP_014451.1	binding	900
NP_009761.4	NP_015461.1	binding	910
NP_011078.3	NP_014931.3	binding	651
NP_010554.1	NP_014609.1	binding	265
NP_009365.1	NP_014811.3	binding	268
NP_010079.1	NP_014434.1	binding	264
NP_009872.1	NP_014452.1	binding	808
NP_014335.1	NP_014807.3	binding	900
NP_012777.1	NP_013066.1	binding	206
NP_011956.1	NP_012040.1	binding	900
NP_011504.3	NP_014902.3	binding	985
NP_011929.1	NP_014178.1	binding	953
NP_012243.3	NP_014853.3	binding	985
NP_010772.1	NP_012725.1	binding	306
NP_010877.3	NP_014221.3	binding	296
NP_011848.1	NP_013956.1	binding	313
NP_010784.1	NP_011957.1	binding	698
NP_010715.3	NP_116665.1	binding	985
NP_010626.1	NP_014093.1	binding	267
NP_012923.3	NP_014619.1	binding	576
NP_011892.1	NP_014685.1	binding	197
NP_010313.3	NP_010748.3	binding	901
NP_010938.1	NP_116665.1	binding	985
NP_010223.1	NP_013298.1	binding	900
NP_014044.1	NP_014888.1	binding	307
NP_011736.1	NP_013918.1	binding	703
NP_012532.3	NP_014214.1	binding	183
NP_011617.1	NP_012989.3	binding	896
NP_014262.3	NP_015470.1	binding	177
NP_010715.3	NP_012190.1	binding	985
NP_009975.1	NP_015312.1	binding	879
NP_009990.1	NP_010946.3	binding	952
NP_013007.1	NP_014338.3	binding	900
NP_010451.3	NP_010461.3	binding	956
NP_014003.1	NP_014221.3	binding	296
NP_010611.3	NP_012845.1	binding	917
NP_013764.1	NP_015113.1	binding	981
NP_011604.3	NP_012466.1	binding	985
NP_011504.3	NP_012070.3	binding	985
NP_012472.1	NP_015312.1	binding	879
NP_116636.1	NP_015174.1	binding	954
NP_012039.1	NP_013323.1	binding	985
NP_013486.3	NP_014811.3	binding	254
NP_011613.3	NP_012892.1	binding	970
NP_010128.1	NP_012845.1	binding	910
NP_116636.1	NP_013064.1	binding	989
NP_011053.1	NP_011675.1	binding	282
NP_116674.2	NP_012435.1	binding	307
NP_012017.1	NP_014609.1	binding	224
NP_012897.3	NP_015435.1	binding	269
NP_011724.1	NP_014827.3	binding	222
NP_014262.3	NP_014849.3	binding	201
NP_012426.1	NP_013811.1	binding	985
NP_011751.1	NP_014268.1	binding	900
NP_010524.3	NP_013271.1	binding	794
NP_012528.1	NP_015458.1	binding	433
NP_010972.1	NP_013613.1	binding	192
NP_012332.1	NP_013298.1	binding	211
NP_013103.1	NP_014633.1	binding	900
NP_011605.1	NP_013323.1	binding	336
NP_012659.1	NP_014315.1	binding	190
NP_011568.3	NP_014093.1	binding	244
NP_014286.1	NP_015487.1	binding	374
NP_009871.2	NP_015461.1	binding	900
NP_011617.1	NP_014324.3	binding	985
NP_009621.3	NP_012035.1	binding	958
NP_011100.1	NP_014547.1	binding	522
NP_011100.1	NP_014547.1	binding	985
NP_010223.1	NP_116654.1	binding	910
NP_010624.3	NP_013109.1	binding	296
NP_010611.3	NP_010888.1	binding	967
NP_011020.3	NP_116708.1	binding	985
NP_012265.3	NP_014508.1	binding	725
NP_012150.1	NP_015385.1	binding	394
NP_010674.3	NP_014551.1	binding	203
NP_012712.1	NP_014508.1	binding	962
NP_010254.1	NP_013218.1	binding	936
NP_011617.1	NP_012749.1	binding	985
NP_009667.1	NP_011089.4	binding	224
NP_011092.1	NP_011343.1	binding	274
NP_010704.1	NP_015174.1	binding	994
NP_013298.1	NP_014849.3	binding	720
NP_010704.1	NP_014382.1	binding	241
NP_009712.1	NP_013703.1	binding	985
NP_014551.1	NP_014968.1	binding	702
NP_012636.1	NP_012924.2	binding	985
NP_009806.3	NP_013847.1	binding	900
NP_014147.1	NP_015425.1	binding	879
NP_011604.3	NP_013617.1	binding	985
NP_013408.1	NP_014271.3	binding	219
NP_015102.1	NP_015069.1	binding	655
NP_011903.1	NP_013705.1	binding	794
NP_010761.3	NP_013218.1	binding	905
NP_011734.3	NP_014451.1	binding	909
NP_009701.3	NP_011092.1	binding	936
NP_014221.3	NP_014093.1	binding	336
NP_009667.1	NP_011733.3	binding	867
NP_011343.1	NP_013309.1	binding	400
NP_011437.3	NP_013317.1	binding	224
NP_011354.3	NP_011317.2	binding	808
NP_011392.1	NP_011903.1	binding	365
NP_009780.1	NP_116635.1	binding	989
NP_011392.1	NP_012727.1	binding	278
NP_012535.3	NP_015437.1	binding	910
NP_014452.1	NP_014930.1	binding	392
NP_010585.3	NP_015437.1	binding	900
NP_013298.1	NP_014788.1	binding	926
NP_009984.1	NP_014441.1	binding	606
NP_012173.3	NP_014262.3	binding	909
NP_009990.1	NP_013218.1	binding	905
NP_014853.3	NP_015147.1	binding	913
NP_009551.2	NP_013764.1	binding	960
NP_013156.1	NP_014493.1	binding	954
NP_010326.1	NP_011736.1	binding	772
NP_011617.1	NP_013513.3	binding	947
NP_010938.1	NP_011467.1	binding	985
NP_012018.1	NP_015081.1	binding	321
